user_id,item_id,cat_id,seller_id,brand_id,time_stamp,action_type
328862,99625,464,3373,5148,525,0
328862,172370,464,3373,5148,525,0
328862,224761,464,3373,5148,525,0
328862,316274,464,3373,5148,525,0
328862,897293,1397,3828,1446,728,0
328862,408039,821,1138,4104,728,0
328862,723943,821,3828,1446,728,0
328862,743770,1397,3828,1446,728,0
328862,746692,662,3354,883,728,0
328862,636178,662,2159,8249,728,0
328862,611865,387,1138,4104,728,0
328862,1002584,302,3828,1446,728,0
328862,632777,662,3828,1446,728,0
328862,977039,662,3828,1446,728,0
328862,625386,1397,3828,1446,728,0
328862,632777,662,3828,1446,728,0
328862,853549,1591,1138,4104,728,0
328862,825551,154,1138,4104,728,0
328862,408039,821,1138,4104,728,2
328862,555540,662,3828,1446,728,0
328862,841339,662,1138,4104,728,0
328862,456203,662,3828,1446,728,0
328862,853549,1591,1138,4104,728,2
328862,437487,662,4094,7749,728,0
328862,289003,1591,1138,4104,728,0
328862,482931,1591,1138,4104,728,0
328862,18691,384,3828,1446,728,0
328862,865959,384,3828,1446,728,0
328862,811554,1397,3828,1446,728,0
328862,950272,1397,3828,1446,728,0
328862,694607,662,3828,1446,728,0
328862,456185,1397,3828,1446,728,0
328862,983806,662,1138,4104,728,0
328862,632777,662,3828,1446,728,0
328862,1017477,662,3828,1446,728,0
328862,816917,821,1138,4104,728,0
328862,881947,662,1138,4104,728,0
328862,865959,384,3828,1446,728,0
328862,548082,821,3828,1446,728,0
328862,1002584,302,3828,1446,728,2
328862,881947,662,1138,4104,728,2
328862,636510,1095,3828,1446,728,0
328862,49656,1397,3828,1446,728,0
328862,698690,1505,3828,1446,728,0
328862,591185,1397,1138,4104,728,0
328862,741068,1397,3828,1446,728,0
328862,209591,821,1138,4104,728,0
328862,694607,662,3828,1446,728,0
328862,127649,1397,3828,1446,728,0
328862,515018,1505,3828,1446,728,0
328862,1021957,154,1138,4104,728,0
328862,881947,662,1138,4104,728,0
328862,190238,302,3828,1446,728,0
328862,853549,1591,1138,4104,728,0
328862,671405,662,3828,1446,728,0
328862,482931,1591,1138,4104,728,2
328862,611865,387,1138,4104,728,0
328862,296339,1397,1138,4104,728,0
328862,924526,1141,2186,5367,1028,0
328862,642126,1271,173,4509,605,0
328862,879690,1577,4173,5376,605,0
328862,785616,302,4173,5376,605,0
328862,799087,833,173,4509,605,0
328862,786414,1397,4173,5376,605,0
328862,1099129,1271,2882,2661,829,0
234512,146770,1173,693,3186,625,0
234512,1106076,992,3783,8165,1016,0
234512,866567,1198,693,3186,625,0
234512,146770,1173,693,3186,625,2
234512,146770,1173,693,3186,625,0
234512,146770,1173,693,3186,625,0
234512,146770,1173,693,3186,625,0
234512,146770,1173,693,3186,625,0
234512,437874,1208,422,2276,1108,0
234512,399860,962,305,6300,1111,0
234512,240182,81,3018,4144,1111,2
234512,137298,1432,3271,6957,1111,2
234512,245026,389,830,6866,1111,0
234512,179830,1208,546,2276,1111,2
234512,817066,1611,2468,1392,1111,0
234512,826863,737,82,2971,616,0
234512,671367,737,556,4252,616,0
234512,175377,737,1595,5800,616,0
234512,1106076,992,3783,8165,1015,2
234512,568730,420,2468,1392,1111,0
234512,34570,1611,2468,1392,1111,0
234512,137298,1432,3271,6957,1111,0
234512,719701,389,4655,3157,1111,0
234512,137298,1432,3271,6957,1111,0
234512,1106076,992,3783,8165,1015,0
234512,944554,1432,323,320,1111,0
234512,524779,389,4655,3157,1111,0
234512,240182,81,3018,4580,1111,0
234512,944554,1432,323,320,1111,3
234512,585039,825,800,6326,1111,0
234512,1040938,1603,3271,6957,1111,0
234512,137298,1432,3271,6957,1111,0
234512,585039,825,800,6326,1111,0
234512,240182,81,3018,4580,1111,0
234512,910962,1023,2468,1392,1111,0
234512,1106076,992,3783,8165,1017,0
234512,601567,1553,4475,3174,1017,0
234512,1106076,992,3783,8165,1017,0
234512,601567,1553,4475,3174,1017,0
234512,1106076,992,3783,8165,1101,0
234512,1106076,992,3783,8165,1021,0
234512,585039,825,800,6326,1110,2
234512,585039,825,800,6326,1110,0
234512,437874,1208,422,2276,1110,0
234512,509193,276,1418,7141,1110,0
234512,572372,825,800,6326,1110,0
234512,758374,1129,3205,2270,1109,0
234512,953427,1280,1766,1297,1109,0
234512,585039,825,800,6326,1110,3
234512,585039,825,800,6326,1110,0
234512,585039,825,800,6326,1110,0
234512,233274,825,800,6326,1110,0
234512,585039,825,800,6326,1110,0
234512,311814,1129,1291,4859,1110,0
234512,585039,825,800,6326,1110,2
234512,1072981,1173,272,3186,625,0
356311,422447,1577,2213,6946,1030,0
356311,492131,1389,2213,6946,1030,0
356311,105072,1577,2213,6946,1030,0
356311,324807,1577,2213,6946,1030,0
356311,954063,1577,2213,6946,1030,0
356311,1099295,1129,2213,6946,1030,0
356311,444899,656,2916,5892,1030,0
356311,596926,656,2916,5892,1030,0
356311,1035681,656,2916,5892,1030,0
356311,770775,1172,2425,3542,917,0
356311,708413,1172,2425,3542,917,0
356311,770775,1172,2425,3542,917,0
356311,518537,1238,3760,3738,917,0
356311,117672,1172,2425,3542,917,0
356311,873338,1172,1040,4916,917,0
356311,873338,1172,1040,4916,917,0
356311,612799,1172,2425,3542,917,0
356311,272550,1172,2425,3542,917,0
356311,117672,1172,2425,3542,917,0
356311,1065663,1172,2425,3542,917,0
356311,819981,1431,4707,1176,905,0
356311,427727,1577,2213,6946,1030,0
356311,95474,1505,1221,7734,609,0
356311,238391,1095,1151,6536,613,0
356311,293659,1577,331,4094,609,0
356311,861447,1505,331,4094,609,0
356311,211132,1577,331,4094,609,0
356311,933982,1095,1151,6536,609,0
356311,160954,833,3149,5388,823,0
356311,841507,833,3149,5388,823,0
356311,179274,833,3149,5388,823,0
356311,734270,833,3149,5388,823,0
356311,529835,387,4947,4581,531,0
356311,100414,1577,2333,3950,701,0
356311,123077,1505,2333,3950,701,0
356311,199193,821,2333,3950,701,0
356311,282089,1577,2333,3950,701,0
356311,123077,1505,2333,3950,701,0
356311,298879,602,359,2197,531,0
356311,1070749,1112,4186,6035,605,0
356311,1016560,1129,1138,4104,1108,0
356311,230657,1129,1138,4104,1108,0
356311,1016560,1129,1138,4104,1108,0
356311,913745,1112,4186,6035,605,0
356311,947641,1112,4186,6035,605,0
356311,391988,1112,4186,6035,605,0
356311,810457,1112,4186,6035,605,0
356311,574842,1112,4186,6035,605,0
356311,249925,420,1723,8302,605,0
356311,391988,1112,4186,6035,605,0
356311,202490,1112,4186,6035,605,0
356311,848974,1129,1138,4104,1108,0
356311,324302,1046,347,240,1108,0
356311,819981,1431,4707,1176,1111,0
356311,59464,1129,3590,3815,1111,0
356311,758374,1129,3205,2270,1111,0
356311,933590,1129,2213,6946,1111,0
356311,413046,1129,3205,2270,1111,0
356311,113205,1129,3205,2270,1111,0
356311,113205,1129,3205,2270,1111,0
356311,601949,1505,2768,7735,604,0
356311,1017725,821,2768,7735,604,0
356311,716611,1577,3128,8391,604,0
356311,845451,1505,2768,7735,604,0
356311,783030,1505,2768,7735,604,0
356311,424232,1505,2768,7735,604,0
356311,659511,1505,2768,7735,604,0
356311,617569,662,2768,7735,604,0
356311,1017725,821,2768,7735,604,0
356311,880761,821,2768,7735,604,0
356311,371923,1505,2768,7735,604,0
356311,1017725,821,2768,7735,604,2
356311,601949,1505,2768,7735,604,0
356311,125829,1505,2768,7735,604,0
356311,1017725,821,2768,7735,604,0
356311,125829,1505,2768,7735,604,0
356311,371923,1505,2768,7735,604,0
356311,845451,1505,2768,7735,604,0
356311,1017725,821,2768,7735,604,0
356311,1017725,821,2768,7735,604,0
356311,1017725,821,2768,7735,604,0
356311,418376,1577,2768,7735,604,0
356311,371923,1505,2768,7735,604,0
356311,510170,1505,2768,7735,604,0
356311,1017725,821,2768,7735,604,0
356311,1017725,821,2768,7735,604,0
356311,757895,1653,455,5454,807,0
356311,575822,229,4650,2453,807,0
356311,575822,229,4650,2453,807,2
356311,238223,229,4650,2453,807,0
356311,238223,229,4650,2453,807,0
356311,585586,119,4650,2453,807,0
356311,238223,229,4650,2453,807,2
356311,575822,229,4650,2453,807,0
356311,575822,229,4650,2453,807,0
356311,335377,1129,3028,4608,1111,0
356311,50377,1129,3028,4608,1111,0
356311,758374,1129,3205,2270,1111,0
356311,1099295,1129,2213,6946,1111,0
356311,1009403,1129,2213,6946,1111,0
356311,998103,1129,3205,2270,1111,0
356311,758374,1129,3205,2270,1111,0
356311,931066,1129,3590,3815,1111,0
356311,79114,1389,2213,6946,1111,0
356311,113205,1129,3205,2270,1111,0
356311,685857,1129,2213,6946,1111,0
356311,998103,1129,3205,2270,1111,0
356311,998103,1129,3205,2270,1111,0
356311,758374,1129,3205,2270,1111,0
356311,758374,1129,3205,2270,1111,0
356311,830436,1129,3205,2270,1111,0
356311,113205,1129,3205,2270,1111,0
356311,1099295,1129,2213,6946,1111,0
356311,1042521,1129,3028,4608,1111,0
356311,758374,1129,3205,2270,1111,0
356311,913290,1129,2213,6946,1111,0
356311,830436,1129,3205,2270,1111,0
356311,981104,1431,4707,1176,1111,0
356311,1099295,1129,2213,6946,1111,0
356311,830436,1129,3205,2270,1111,0
356311,215289,1129,2213,6946,1111,0
356311,1099295,1129,2213,6946,1111,0
356311,951072,247,4707,1176,1111,0
356311,426658,1431,4707,1176,1111,0
356311,641422,1129,3205,2270,1111,0
356311,758374,1129,3205,2270,1111,0
356311,964080,664,1783,5041,1111,2
356311,308537,664,1783,5041,1111,2
356311,758374,1129,3205,2270,1111,0
356311,758374,1129,3205,2270,1111,2
356311,246033,664,1783,5041,1111,2
356311,1042521,1129,3028,4608,1111,0
356311,981040,1129,2741,7549,1111,0
356311,59464,1129,3590,3815,1111,0
356311,585057,1577,3760,3738,1111,0
356311,269842,1129,2213,6946,1111,0
356311,236400,1129,3205,2270,1111,0
356311,998103,1129,3205,2270,1111,0
356311,236400,1129,3205,2270,1111,0
356311,1099295,1129,2213,6946,1111,0
356311,269842,1129,2213,6946,1111,0
356311,758374,1129,3205,2270,1111,0
356311,50377,1129,3028,4608,1111,0
356311,998103,1129,3205,2270,1111,0
356311,269842,1129,2213,6946,1111,0
356311,931066,1129,3590,3815,1111,0
356311,183399,1389,2213,6946,1111,0
356311,1099295,1129,2213,6946,1111,0
356311,269842,1129,2213,6946,1111,0
356311,413046,1129,3205,2270,1111,0
356311,492131,1389,2213,6946,1111,0
356311,3208,1129,2741,7549,1111,0
356311,518537,1238,3760,3738,909,0
356311,451941,821,4949,706,520,0
356311,972146,1238,1098,5543,909,0
356311,805835,821,4949,706,520,0
356311,492131,1389,2213,6946,1030,0
272389,634862,748,3354,883,1104,0
272389,585540,1181,1963,6109,1104,0
272389,400477,384,1595,5800,1104,0
272389,807126,1181,1963,6109,1104,0
272389,376933,276,1595,5800,1104,0
272389,506147,1075,1595,5800,1104,0
272389,957933,384,1595,5800,1104,0
272389,969906,276,1595,5800,1104,0
272389,1049137,384,1595,5800,1104,0
272389,1035355,1075,1595,5800,1104,0
272389,876237,1075,1595,5800,1104,0
272389,951234,384,1595,5800,1104,0
272389,913350,946,1595,5800,1104,0
272389,587104,384,1595,5800,1104,0
272389,707654,384,1595,5800,1104,0
272389,654029,1023,1595,5800,1104,0
272389,136083,384,1595,5800,1104,0
272389,153679,384,1595,5800,1104,0
272389,521434,384,1595,5800,1104,0
272389,823051,1157,1244,1128,1111,0
272389,1112375,1112,4186,6035,1111,0
272389,1112375,1112,4186,6035,1111,0
272389,1070749,1112,4186,6035,1111,0
272389,1112375,1112,4186,6035,1111,0
272389,1112375,1112,4186,6035,1111,2
272389,329491,384,1595,5800,1104,0
139859,705376,4,2743,4475,923,0
139859,705376,4,2743,4475,923,0
139859,144011,4,2743,4475,923,0
139859,626485,1349,1251,2072,809,0
139859,966114,1349,802,2072,809,0
139859,873057,1075,259,5014,809,0
139859,609965,1118,167,6065,618,0
139859,141725,1349,802,2072,809,0
139859,745225,1438,259,5014,809,0
139859,1075877,648,4825,3189,629,0
139859,333330,648,2017,5246,629,0
139859,498978,648,2566,821,629,0
139859,882631,1525,2365,7457,716,0
139859,342114,1113,1361,7365,1007,0
139859,225941,1349,1503,3650,706,0
139859,597438,895,4789,2733,711,0
139859,671759,1142,1487,6445,1111,0
139859,671759,1142,1487,6445,1111,0
139859,692971,1467,2510,2904,903,0
139859,745225,1438,259,5014,820,0
139859,671759,1142,1487,6445,1111,2
139859,699524,800,3235,392,1111,0
139859,333159,662,683,2545,1111,0
139859,671759,1142,1487,6445,1111,0
139859,167106,1397,3853,6835,1111,0
139859,482696,389,1272,3489,1111,0
139859,671759,1142,1487,6445,1111,0
139859,946684,464,1472,2871,1111,0
139859,671759,1142,1487,6445,1111,0
139859,1110243,662,1272,3489,1111,0
139859,333159,662,683,2545,1111,0
139859,745225,1438,259,5014,816,0
139859,620150,407,259,5014,820,0
139859,626485,1349,1251,2072,820,0
139859,1110243,662,1272,3489,1111,0
139859,141931,1397,3853,6835,1111,0
139859,671759,1142,1487,6445,1111,0
139859,290032,934,1778,5855,730,0
139859,340600,119,2575,7396,526,0
139859,673547,242,3838,4192,921,0
139859,673547,242,3838,4192,921,0
139859,979215,715,4431,1874,813,0
139859,756365,602,2591,5120,815,0
102269,121940,1075,2545,2334,1111,0
102269,222610,656,1890,5683,1111,0
102269,121940,1075,2545,2334,1111,0
102269,153851,1603,2080,410,1111,0
102269,222610,656,1890,5683,1111,0
102269,60221,1075,2545,2334,1111,0
102269,222610,656,1890,5683,1111,0
102269,270473,656,1890,5683,1111,0
102269,992312,1603,1000,6289,1111,0
102269,82939,1603,1000,6289,1111,0
102269,60221,1075,2545,2334,1111,0
102269,60221,1075,2545,2334,1111,2
102269,60221,1075,2545,2334,1111,0
102269,60221,1075,2545,2334,1111,0
102269,121940,1075,2545,2334,1111,2
102269,224954,962,786,5245,607,0
102269,1026365,1650,1369,3332,620,0
102269,982825,606,2579,3322,1104,0
102269,716692,606,2579,3322,1104,0
102269,640887,656,2883,4380,1104,0
102269,391988,1112,4186,6035,1104,0
102269,604535,178,1967,4130,1104,0
102269,690620,766,1872,3474,914,0
102269,690620,766,1872,3474,914,3
102269,479295,245,3144,4026,530,3
102269,565145,1550,3144,4026,530,0
102269,1014790,488,306,7592,621,0
102269,479295,245,3144,4026,530,0
102269,479295,245,3144,4026,530,0
102269,565145,1550,3144,4026,530,0
102269,1014790,488,306,7592,621,3
102269,37341,488,2261,5221,621,0
102269,690620,766,1872,3474,710,0
102269,690620,766,1872,3474,710,0
102269,690620,766,1872,3474,710,0
102269,222610,656,1890,5683,1111,0
186568,783801,614,2361,1714,1111,2
186568,384988,1328,2257,3155,1015,0
186568,384988,1328,2257,3155,1015,0
186568,384988,1328,2257,3155,1015,2
186568,432493,1100,1154,3846,712,0
186568,924565,1147,4939,7455,712,2
